Name,Type,Associated APT,Signature
SEASALT,Trojan,APT01,"alert tcp $EXTERNAL_NET any -> $HOME_NET any (msg:""ET MALWARE SEASALT Server Response""; flow:established,to_client; dsize:7; content:""fxftest""; depth:7; reference:md5,5e0df5b28a349d46ac8cc7d9e5e61a96; reference:url,www.mandiant.com/apt1; classtype:trojan-activity; sid:2016442; rev:3; metadata:created_at 2013_02_20, updated_at 2024_03_06;)"
SEASALT,Malware,APT01,"alert http $HOME_NET any -> $EXTERNAL_NET any (msg:""ET MALWARE SEASALT HTTP Checkin""; flow:established,to_server; http.user_agent; bsize:52; content:""Mozilla/4.0 (compatible|3b 20|MSIE 5.00|3b 20|Windows 98) KSMM""; fast_pattern; reference:md5,5e0df5b28a349d46ac8cc7d9e5e61a96; reference:url,www.mandiant.com/apt1; classtype:command-and-control; sid:2016440; rev:4; metadata:created_at 2013_02_20, updated_at 2024_03_24;)"
SLUEGOT,Malware,APT01,"alert http $HOME_NET any -> $EXTERNAL_NET any (msg:""ET MALWARE Win32.Sluegot.A Checkin WEBC2-YAHOO APT1 Related""; flow:established,to_server; http.user_agent; content:""IPHONE""; startswith; pcre:""/^IPHONE\d+\x2e\d+\x28(host\x3a|[^\r\n\x2c]+\x2c(\d{1,3}\.){3}\d{1,3})/i""; reference:url,www.securelist.com/en/descriptions/24052976/Trojan.Win32.Scar.ddxe; reference:md5,0149b7bd7218aab4e257d28469fddb0d; reference:md5,6f9992c486195edcf0bf2f6ee6c3ec74; reference:url,www.mandiant.com/apt1; classtype:targeted-activity; sid:2016461; rev:8; metadata:created_at 2011_06_28, updated_at 2024_04_13;)"
STARSYPOUND,Malware,APT01,"alert tcp $HOME_NET any -> $EXTERNAL_NET 443 (msg:""ET MALWARE STARSYPOUND Client Checkin""; flow:established,to_server; content:""*(SY)# ""; depth:7; reference:md5,8442ae37b91f279a9f06de4c60b286a3; reference:url,www.mandiant.com/apt1; classtype:command-and-control; sid:2016443; rev:2; metadata:created_at 2013_02_20, updated_at 2019_07_26;)"
STARSYPOUND,Malware,APT01,"alert tcp $EXTERNAL_NET 443 -> $HOME_NET any (msg:""ET MALWARE STARSYPOUND Client Checkin""; flow:established,to_client; content:""*(SY)# ""; depth:7; reference:md5,8442ae37b91f279a9f06de4c60b286a3; reference:url,www.mandiant.com/apt1; classtype:command-and-control; sid:2016444; rev:4; metadata:created_at 2013_02_20, updated_at 2024_03_06;)"
SWORD,Trojan,APT01,"alert tcp $HOME_NET any -> $EXTERNAL_NET 443 (msg:""ET MALWARE SWORD Sending Sword Marker""; flow:established,to_server; content:""|20 20 20 20 2f 2a 0a 40 2a 2a 2a 40 2a 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40|""; fast_pattern; reference:md5,052f5da1734464a985dcd669bff62f93; reference:url,www.mandiant.com/apt1; classtype:trojan-activity; sid:2016445; rev:3; metadata:created_at 2013_02_20, updated_at 2022_03_22;)"
TABMSGSQL,Malware,APT01,"alert http $HOME_NET any -> $EXTERNAL_NET any (msg:""ET MALWARE TABMSGSQL/Sluegot.C Checkin""; flow:established,to_server; http.uri; content:""?rands=""; fast_pattern; http.user_agent; content:""Mozilla/4.0 (compatible|3b 20|)""; startswith; endswith; reference:url,www.cyberesi.com/2011/06/15/trojan-letsgo-analysis/; reference:url,www.mandiant.com/apt1; reference:md5,052ec04866e4a67f31845d656531830d; classtype:command-and-control; sid:2016446; rev:7; metadata:created_at 2013_02_20, updated_at 2024_04_13;)"
TOSCT.B,Malware,APT01,"alert http $HOME_NET any -> $EXTERNAL_NET any (msg:""ET MALWARE Win32/Tosct.B UA Mandiant APT1 Related""; flow:established,to_server; http.user_agent; content:""HTTP Mozilla/5.0(compatible+MSIE)""; reference:url,www.mandiant.com/apt1; reference:md5,5bcaa2f4bc7567f6ffd5507a161e221a; classtype:targeted-activity; sid:2016431; rev:5; metadata:created_at 2013_02_20, updated_at 2020_04_24;)"
WARP,Trojan,APT01,"alert http $HOME_NET any -> $EXTERNAL_NET any (msg:""ET MALWARE WARP Win32/Barkiofork.A""; flow:established,to_server; http.uri; content:""/s/asp?""; fast_pattern; content:""p=1""; endswith; http.user_agent; content:""Mozilla/4.0 (compatible|3b 20|)""; startswith; endswith; reference:url,www.mandiant.com/apt1; reference:md5,7acb0d1df51706536f33bbdb990041d3; classtype:trojan-activity; sid:2016447; rev:5; metadata:created_at 2013_02_20, updated_at 2024_04_13;)"
WEBC2,Malware,APT01,"alert http $HOME_NET any -> $EXTERNAL_NET any (msg:""ET MALWARE WEBC2-TABLE Checkin 1 - APT1 Related""; flow:established,to_server; flowbits:set,ET.webc2; http.header; content:""|3a|""; distance:1; within:1; content:""|3a|""; distance:2; within:1; content:""+""; distance:2; within:1; http.user_agent; content:""0""; startswith; reference:md5,7a7a46e8fbc25a624d58e897dee04ffa; reference:md5,110160e9d6e1483192653d4bfdcbb609; reference:url,www.mandiant.com/apt1; classtype:targeted-activity; sid:2016435; rev:7; metadata:created_at 2013_02_20, updated_at 2020_10_14;)"
WEBC2,Malware,APT01,"alert http $HOME_NET any -> $EXTERNAL_NET any (msg:""ET MALWARE WEBC2-TABLE Checkin 2 - APT1 Related""; flow:established,to_server; flowbits:set,ET.webc2; http.header; content:""|3a|""; distance:1; within:1; content:""|3a|""; distance:2; within:1; content:""+""; distance:2; within:1; http.user_agent; content:""1""; startswith; reference:md5,7a7a46e8fbc25a624d58e897dee04ffa; reference:md5,110160e9d6e1483192653d4bfdcbb609; reference:url,www.mandiant.com/apt1; classtype:targeted-activity; sid:2016436; rev:4; metadata:created_at 2013_02_20, updated_at 2020_10_14;)"
WEBC2,Malware,APT01,"alert http $HOME_NET any -> $EXTERNAL_NET any (msg:""ET MALWARE WEBC2-TABLE Checkin 3 - APT1 Related""; flow:established,to_server; flowbits:set,ET.webc2; http.header; content:""|3a|""; distance:1; within:1; content:""|3a|""; distance:2; within:1; content:""+""; distance:2; within:1; http.user_agent; content:""2""; startswith; reference:md5,7a7a46e8fbc25a624d58e897dee04ffa; reference:md5,110160e9d6e1483192653d4bfdcbb609; reference:url,www.mandiant.com/apt1; classtype:targeted-activity; sid:2016437; rev:4; metadata:created_at 2013_02_20, updated_at 2020_10_14;)"
WEBC2,Malware,APT01,"alert http $HOME_NET any -> $EXTERNAL_NET any (msg:""ET MALWARE APT1 WEBC2-UGX Related Pingbed/Downbot User-Agent (Windows+NT+5.x)""; flow:established,to_server; flowbits:set,ET.webc2ugx; http.user_agent; content:""Windows+NT+5""; startswith; reference:url,www.mandiant.com/apt1; reference:md5,14cfaefa5b8bc6400467fba8af146b71; classtype:targeted-activity; sid:2009486; rev:17; metadata:created_at 2010_07_30, updated_at 2021_07_16;)"
WEBC2,Malware,APT01,"alert http $HOME_NET any -> $EXTERNAL_NET any (msg:""ET MALWARE Win32/Small.XR Checkin 2 WEBC2-CSON APT1 Related""; flow:established,to_server; urilen:27; http.uri; content:""/Default.aspx?ID=""; pcre:""/^[A-Z]{10}$/R""; http.user_agent; content:!""Mozilla""; startswith; reference:url,www.microsoft.com/security/portal/Threat/Encyclopedia/Entry.aspx?Name=TrojanDownloader%3AWin32%2FSmall.XR; reference:url,www.mandiant.com/apt1; reference:md5,ba45339da92ca4622b472ac458f4c8f2; classtype:targeted-activity; sid:2016459; rev:7; metadata:created_at 2013_02_22, updated_at 2024_03_06;)"
WEBC2,Malware,APT01,"alert http $EXTERNAL_NET any -> $HOME_NET any (msg:""ET MALWARE WEBC2-TABLE Checkin Response - Embedded CnC APT1 Related""; flow:established,to_client; flowbits:isset,ET.webc2; file.data; content:""<!---<table<b""; reference:url,www.mandiant.com/apt1; reference:md5,7a7a46e8fbc25a624d58e897dee04ffa; reference:md5,110160e9d6e1483192653d4bfdcbb609; classtype:targeted-activity; sid:2016438; rev:3; metadata:created_at 2013_02_20, updated_at 2024_03_13;)"
WEBC2,Malware,APT01,"alert http $EXTERNAL_NET any -> $HOME_NET any (msg:""ET MALWARE WEBC2-ADSPACE Server Response""; flow:established,to_client; file.data; content:""<!---HEADER ADSPACE style=|22|""; content:""|5c|text $-->""; distance:0; reference:url,www.mandiant.com/apt1; classtype:command-and-control; sid:2016448; rev:3; metadata:created_at 2013_02_20, updated_at 2024_03_13;)"
WEBC2,Malware,APT01,"alert http $EXTERNAL_NET any -> $HOME_NET any (msg:""ET MALWARE WEBC2-AUSOV Checkin Response - Embedded CnC APT1 Related""; flow:established,to_client; file.data; content:""|3c|!-- DOCHTMLAuthor""; pcre:""/^\d+\s*-->/R""; reference:url,www.mandiant.com/apt1; reference:md5,0cf9e999c574ec89595263446978dc9f; reference:md5,0cf9e999c574ec89595263446978dc9f; classtype:targeted-activity; sid:2016449; rev:4; metadata:created_at 2013_02_20, updated_at 2024_03_13;)"
WEBC2,Malware,APT01,"alert http $EXTERNAL_NET any -> $HOME_NET any (msg:""ET MALWARE Possible WEBC2-GREENCAT Response - Embedded CnC APT1 Related""; flow:established,to_client; file.data; content:""<!--|0d 0a|<img border=""; pcre:""/^[0-4]\s*src=\x22[^\x22]+\x22\swidth=\d+\sheight=\d+>\r\n-->/R""; reference:url,www.mandiant.com/apt1; reference:md5,b5e9ce72771217680efaeecfafe3da3f; classtype:targeted-activity; sid:2016455; rev:4; metadata:created_at 2013_02_22, updated_at 2024_03_13;)"
WEBC2,Malware,APT01,"alert http $EXTERNAL_NET any -> $HOME_NET any (msg:""ET MALWARE WEBC2-UGX Embedded CnC Response APT1""; flow:established,to_client; flowbits:isset,ET.webc2ugx; file.data; content:""<!-- dW""; within:20; reference:md5,ae45648a8fc01b71214482d35cf8da54; reference:url,www.mandiant.com/apt1; classtype:targeted-activity; sid:2016472; rev:3; metadata:created_at 2013_02_22, updated_at 2024_03_13;)"
WEBC2,Malware,APT01,"alert tcp $HOME_NET any -> $EXTERNAL_NET any (msg:""ET MALWARE WEBC2-KT3 Intial Connection Beacon APT1 Related""; flow:established,to_server; flowbits:set,ET.WEBC2KT3; dsize:<11; content:""*!Kt3+v|7c|""; depth:8; reference:url,www.mandiant.com/apt1; reference:md5,ec3a2197ca6b63ee1454d99a6ae145ab; classtype:targeted-activity; sid:2016456; rev:3; metadata:attack_target Client_Endpoint, created_at 2013_02_22, deployment Perimeter, signature_severity Major, tag c2, updated_at 2024_03_14, mitre_tactic_id TA0011, mitre_tactic_name Command_And_Control, mitre_technique_id T1041, mitre_technique_name Exfiltration_Over_C2_Channel;)"
WEBC2,Malware,APT01,"alert tcp $HOME_NET any -> $EXTERNAL_NET any (msg:""ET MALWARE WEBC2-KT3 Intial Connection Beacon Server Response APT1 Related""; flow:established,to_client; flowbits:isset,ET.WEBC2KT3; dsize:<11; content:""*!Kt3+v|7c|""; depth:8; reference:url,www.mandiant.com/apt1; reference:md5,ec3a2197ca6b63ee1454d99a6ae145ab; classtype:targeted-activity; sid:2016457; rev:5; metadata:attack_target Client_Endpoint, created_at 2013_02_22, deployment Perimeter, signature_severity Major, tag c2, updated_at 2024_03_14, mitre_tactic_id TA0011, mitre_tactic_name Command_And_Control, mitre_technique_id T1041, mitre_technique_name Exfiltration_Over_C2_Channel;)"
WEBC2,Malware,APT01,"alert http $HOME_NET any -> $EXTERNAL_NET any (msg:""ET MALWARE WEBC2-CLOVER Download UA""; flow:established,to_server; http.user_agent; bsize:74; content:""Mozilla/5.0 (Windows|3b 20|Windows NT 5.1|3b 20|en-US|3b 20|rv|3a|1.8.0.12) Firefox/1.5.0.12""; fast_pattern; reference:url,www.mandiant.com/apt1; reference:md5,29c691978af80dc23c4df96b5f6076bb; classtype:command-and-control; sid:2016453; rev:4; metadata:created_at 2013_02_22, updated_at 2024_03_24;)"
WEBC2,Malware,APT01,"alert http1 $HOME_NET any -> $EXTERNAL_NET any (msg:""ET MALWARE WEBC2-CLOVER Checkin APT1 Related""; flow:established,to_server; http.uri; content:""/Default.asp""; http.header; content:""Accept: image/gif,image/x-xbitmap""; content:""|20|MSIE|20|""; http.cookie; content:""PREF=86845632017245""; fast_pattern; reference:url,www.mandiant.com/apt1; reference:md5,29c691978af80dc23c4df96b5f6076bb; classtype:targeted-activity; sid:2016452; rev:5; metadata:created_at 2013_02_22, updated_at 2024_04_07;)"
WEBC2,Malware,APT01,"alert http $HOME_NET any -> $EXTERNAL_NET any (msg:""ET MALWARE WEBC2-UGX User-Agent (Windows+NT+5.x) APT1""; flow:established,to_server; flowbits:set,ET.webc2ugx; http.user_agent; content:""Windows+NT+5""; startswith; reference:url,www.mandiant.com/apt1; classtype:targeted-activity; sid:2016471; rev:5; metadata:created_at 2013_02_22, updated_at 2024_04_12;)"
WEBC2,Malware,APT01,"alert http $HOME_NET any -> $EXTERNAL_NET any (msg:""ET MALWARE WEBC2-DIV UA""; flow:established,to_server; http.user_agent; content:""Microsoft Internet Explorer Exelon|20|""; startswith; fast_pattern; reference:url,www.mandiant.com/apt1; reference:md5,1e5ec6c06e4f6bb958dcbb9fc636009d; classtype:command-and-control; sid:2016454; rev:5; metadata:created_at 2013_02_22, updated_at 2024_04_13;)"
WEBC2,Malware,APT01,"alert http $HOME_NET any -> $EXTERNAL_NET any (msg:""ET MALWARE WEBC2-RAVE UA""; flow:established,to_server; http.user_agent; content:""HTTP Mozilla/5.0(compatible+MSIE)""; startswith; endswith; reference:url,www.mandiant.com/apt1; reference:md5,5bcaa2f4bc7567f6ffd5507a161e221a; classtype:command-and-control; sid:2016458; rev:6; metadata:created_at 2013_02_22, updated_at 2024_04_13;)"
HOGFISH,Malware,APT10,"alert http $HOME_NET any -> $EXTERNAL_NET any (msg:""ET MALWARE RedLeaves HOGFISH APT Implant CnC""; flow:established,to_server; http.method; content:""POST""; http.uri; content:""/index.php""; nocase; endswith; http.user_agent; content:""Mozilla/4.0 (compatible|3b 20|MSIE 8.0|3b 20|Windows NT 6.1|3b 20|WOW64|3b 20|Trident/4.0|3b 20|SLCC2|3b 20|.NET CLR 2.0.50727|3b 20|.NET CLR 3.5.30729|3b 20|.NET CLR 3.0.30729|3b 20|.NET4.0C|3b 20|.NET4.0E)""; fast_pattern; http.request_body; pcre:""/^[\x20-\x7e\r\n]{0,20}[^\x20-\x7e\r\n]/""; http.accept; content:""*/*""; http.connection; content:""Keep-Alive""; http.content_len; byte_test:0,<,110,0,string,dec; http.header_names; to_lowercase; content:!""|0d 0a|referer|0d 0a|""; content:!""|0d 0a|accept-encoding|0d 0a|""; content:!""|0d 0a|content-type|0d 0a|""; reference:md5,2d9ac00470a104b9841d851ddf33cad7; reference:md5,627b903657b28f3a2e388393103722c8; reference:url,www.accenture.com/t20180423T055005Z__w__/us-en/_acnmedia/PDF-76/Accenture-Hogfish-Threat-Analysis.pdf; classtype:targeted-activity; sid:2025557; rev:5; metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit, attack_target Client_Endpoint, created_at 2018_05_02, deployment Perimeter, signature_severity Major, tag APT10, updated_at 2024_04_28;)"
RED LEAVES,Malware,APT10,"alert tcp $HOME_NET any -> $EXTERNAL_NET any (msg:""ET MALWARE Red Leaves magic packet detected (APT10 implant)""; flow:established,to_server; flowbits:set,ncc.apt10.beacon_send; dsize:12; content:""|7a 8d 9b dc|""; offset:4; depth:4; threshold:type limit, track by_src, count 1, seconds 600; reference:url,github.com/nccgroup/Cyber-Defence/blob/master/Technical%20Notes/Red%20Leaves/Red%20Leaves%20technical%20note%20v1.0.pdf; reference:url,blog.jpcert.or.jp/2017/04/redleaves---malware-based-on-open-source-rat.html; classtype:targeted-activity; sid:2024173; rev:3; metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit, attack_target Client_Endpoint, created_at 2017_04_04, deployment Perimeter, malware_family RedLeaves, malware_family Red_Leaves, performance_impact Low, signature_severity Major, tag APT10, tag RedLeaves, updated_at 2024_03_14;)"
RED LEAVES,Malware,APT10,"alert tcp $HOME_NET any -> $EXTERNAL_NET any (msg:""ET MALWARE Red Leaves magic packet detected (APT10 implant)""; flow:established,to_server; flowbits:set,ncc.apt10.beacon_send; dsize:12; content:""|7a 8d 9b dc|""; offset:4; depth:4; threshold:type limit, track by_src, count 1, seconds 600; reference:url,github.com/nccgroup/Cyber-Defence/blob/master/Technical%20Notes/Red%20Leaves/Red%20Leaves%20technical%20note%20v1.0.pdf; reference:url,blog.jpcert.or.jp/2017/04/redleaves---malware-based-on-open-source-rat.html; classtype:targeted-activity; sid:2024173; rev:3; metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit, attack_target Client_Endpoint, created_at 2017_04_04, deployment Perimeter, malware_family RedLeaves, malware_family Red_Leaves, performance_impact Low, signature_severity Major, tag APT10, tag RedLeaves, updated_at 2024_03_14;)"
RED LEAVES,Malware,APT10,"alert tcp $HOME_NET any -> $EXTERNAL_NET any (msg:""ET MALWARE Red Leaves magic packet detected (APT10 implant)""; flow:established,to_server; flowbits:set,ncc.apt10.beacon_send; dsize:12; content:""|7a 8d 9b dc|""; offset:4; depth:4; threshold:type limit, track by_src, count 1, seconds 600; reference:url,github.com/nccgroup/Cyber-Defence/blob/master/Technical%20Notes/Red%20Leaves/Red%20Leaves%20technical%20note%20v1.0.pdf; reference:url,blog.jpcert.or.jp/2017/04/redleaves---malware-based-on-open-source-rat.html; classtype:targeted-activity; sid:2024173; rev:3; metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit, attack_target Client_Endpoint, created_at 2017_04_04, deployment Perimeter, malware_family RedLeaves, malware_family Red_Leaves, performance_impact Low, signature_severity Major, tag APT10, tag RedLeaves, updated_at 2024_03_14;)"
RED LEAVES,Malware,APT10,"alert tcp $EXTERNAL_NET any -> $HOME_NET any (msg:""ET MALWARE Red Leaves magic packet response detected (APT10 implant)""; flow:established,to_client; flowbits:isset,ncc.apt10.beacon_send; dsize:12; content:""|7a 8d 9b dc|""; offset:4; depth:4; threshold:type limit, track by_dst, count 1, seconds 600; reference:url,github.com/nccgroup/Cyber-Defence/blob/master/Technical%20Notes/Red%20Leaves/Red%20Leaves%20technical%20note%20v1.0.pdf; reference:url,blog.jpcert.or.jp/2017/04/redleaves---malware-based-on-open-source-rat.html; classtype:targeted-activity; sid:2024174; rev:4; metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit, attack_target Client_Endpoint, created_at 2017_04_04, deployment Perimeter, malware_family RedLeaves, malware_family Red_Leaves, performance_impact Low, signature_severity Major, tag APT, tag APT10, tag RedLeaves, updated_at 2024_03_15;)"
RED LEAVES,Malware,APT10,"alert tcp $EXTERNAL_NET any -> $HOME_NET any (msg:""ET MALWARE Red Leaves magic packet response detected (APT10 implant)""; flow:established,to_client; flowbits:isset,ncc.apt10.beacon_send; dsize:12; content:""|7a 8d 9b dc|""; offset:4; depth:4; threshold:type limit, track by_dst, count 1, seconds 600; reference:url,github.com/nccgroup/Cyber-Defence/blob/master/Technical%20Notes/Red%20Leaves/Red%20Leaves%20technical%20note%20v1.0.pdf; reference:url,blog.jpcert.or.jp/2017/04/redleaves---malware-based-on-open-source-rat.html; classtype:targeted-activity; sid:2024174; rev:4; metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit, attack_target Client_Endpoint, created_at 2017_04_04, deployment Perimeter, malware_family RedLeaves, malware_family Red_Leaves, performance_impact Low, signature_severity Major, tag APT, tag APT10, tag RedLeaves, updated_at 2024_03_15;)"
RED LEAVES,Malware,APT10,"alert tcp $EXTERNAL_NET any -> $HOME_NET any (msg:""ET MALWARE Red Leaves magic packet response detected (APT10 implant)""; flow:established,to_client; flowbits:isset,ncc.apt10.beacon_send; dsize:12; content:""|7a 8d 9b dc|""; offset:4; depth:4; threshold:type limit, track by_dst, count 1, seconds 600; reference:url,github.com/nccgroup/Cyber-Defence/blob/master/Technical%20Notes/Red%20Leaves/Red%20Leaves%20technical%20note%20v1.0.pdf; reference:url,blog.jpcert.or.jp/2017/04/redleaves---malware-based-on-open-source-rat.html; classtype:targeted-activity; sid:2024174; rev:4; metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit, attack_target Client_Endpoint, created_at 2017_04_04, deployment Perimeter, malware_family RedLeaves, malware_family Red_Leaves, performance_impact Low, signature_severity Major, tag APT, tag APT10, tag RedLeaves, updated_at 2024_03_15;)"
